Item ID,Grade,Subject,Cycle,Released,In Scaling,"TIMSS 2007Block","TIMSS 2007Block Seq",Content Domain,Topic Area,"Topic Area Bullet(Objective)","CognitiveDomain","ScientificInquiry","ItemType",Options,Key,"MaximumPoints",Item Label
S032238,8,S,3,No,Yes,S13,8,Physics,"Energy Transformations, Heat, and Temperature",3,Applying,No,MC,4,A,1,Gaps between metal rail spans
S032369,8,S,3,No,Yes,S13,9,Physics,Sound,2,Applying,No,CR, -, -,2,Sound from electric bell inside jar
S032160,8,S,3,No,Yes,S13,10,Earth Science,Earth in the solar system and universe,3,Knowing,No,MC,4,C,1,Difference between planets and moons
S032654,8,S,3,No,Yes,S13,11,Earth Science,"Earth processes, cycles and history",4,Reasoning,No,MC,4,A,1,Location of jungle
S032126,8,S,3,No,Yes,S13,12,Biology,Ecosystems,5,Knowing,No,CR, -, -,1,Volcanic eruption effects
S032510,8,S,3,No,Yes,S13,13,Earth Science,"Earth's Resources, Their Use and Conservation",1,Knowing,No,MC,4,D,1,Material that breaks down quickly
S032158,8,S,3,No,Yes,S13,14,Physics,"Energy Transformations, Heat, and Temperature",3,Knowing,No,MC,4,B,1,Molecules of gas when heated
S042258,8,S,4,No,Yes,S14,1,Biology,"Characteristics, Classification and Life Processes of Organisms",2,Applying,No,MC,4,C,1,Function lungs-skin-kidneys share
S042005,8,S,4,No,Yes,S14,2,Biology,"Characteristics, Classification and Life Processes of Organisms",1,Applying,Yes,CR, -, -,2,Characteristic to classify organisms
S042016,8,S,4,No,Yes,S14,3,Biology,Cells and their Functions,2,Knowing,No,MC,4,A,1,Organelle that produces energy
S042300A,8,S,4,No,Yes,S14,04A,Biology,Ecosystems,2,Applying,No,CR, -, -,1,O2-CO2 release-removal/animals
S042300B,8,S,4,No,Yes,S14,04B,Biology,Ecosystems,2,Applying,No,CR, -, -,1,O2-CO2 release-removal/plants
S042300C,8,S,4,No,Yes,S14,04C,Biology,Ecosystems,2,Applying,No,CR, -, -,1,O2-CO2release-removal/photosynthesis
S042319,8,S,4,No,Yes,S14,5,Biology,"Life Cycles, Reproduction, and Heredity",1,Reasoning,Yes,CR, -, -,1,Designing plant growth experiment
S042068,8,S,4,No,Yes,S14,6,Chemistry,Classification and Composition of Matter,3,Knowing,No,MC,4,A,1,Which one is a mixture
S042216,8,S,4,No,Yes,S14,7,Physics,Light,1,Applying,No,MC,4,D,1,Student reading a book
S042249,8,S,4,No,Yes,S14,8,Physics,Forces and Motion,3,Knowing,No,MC,4,B,1,Example of a lever
S042094,8,S,4,No,Yes,S14,9,Chemistry,Properties of Matter,3,Applying,No,CR, -, -,1,Why plastic bottle cracked
S042293A,8,S,4,No,Yes,S14,10A,Physics,Forces and Motion,2,Knowing,No,CR, -, -,1,Force causing the ball to fall
S042293B,8,S,4,No,Yes,S14,10B,Physics,Forces and Motion,2,Applying,No,CR, -, -,1,Ball bouncing up again
S042195,8,S,4,No,Yes,S14,11,Physics,Electricity and Magnetism,1,Applying,No,CR, -, -,1,What is the resistance in a circuit
S042400,8,S,4,No,Yes,S14,12,Chemistry,Classification and Composition of Matter,1,Applying,No,CR, -, -,1,Wood or metal container to keep ice
S042164,8,S,4,No,Yes,S14,14,Earth Science,Earth in the Solar System and the Universe,2,Knowing,No,MC,4,B,1,Result of gravitational pull of moon
